time_stamp,power_microwave
2011-05-21 12:00:00,26191.0
2011-05-21 13:00:00,28281.0
2011-05-21 14:00:00,3883.0
2011-05-21 15:00:00,128786.0
2011-05-21 16:00:00,35161.0
2011-05-21 17:00:00,10570.0
2011-05-21 18:00:00,3720.0
2011-05-21 19:00:00,18037.0
2011-05-21 20:00:00,3628.0
2011-05-21 21:00:00,3676.0
2011-05-21 22:00:00,3800.0
2011-05-21 23:00:00,3779.0
2011-05-22 00:00:00,75076.0
2011-05-22 01:00:00,4093.0
2011-05-22 02:00:00,4237.0
2011-05-22 03:00:00,4347.0
2011-05-22 04:00:00,4172.0
2011-05-22 05:00:00,3736.0
2011-05-22 06:00:00,3800.0
2011-05-22 07:00:00,3796.0
2011-05-22 08:00:00,3800.0
2011-05-22 09:00:00,3800.0
2011-05-22 10:00:00,27008.0
2011-05-22 11:00:00,4395.0
2011-05-22 12:00:00,3819.0
2011-05-22 13:00:00,3756.0
2011-05-22 14:00:00,26535.0
2011-05-22 15:00:00,60777.0
2011-05-22 16:00:00,56647.0
2011-05-22 17:00:00,3800.0
2011-05-22 18:00:00,52557.0
2011-05-22 19:00:00,3774.0
2011-05-22 20:00:00,3623.0
2011-05-22 21:00:00,3757.0
2011-05-22 22:00:00,132082.0
2011-05-22 23:00:00,70657.0
2011-05-23 00:00:00,3708.0
2011-05-23 01:00:00,3879.0
2011-05-23 02:00:00,4169.0
2011-05-23 03:00:00,4037.0
2011-05-23 04:00:00,3953.0
2011-05-23 05:00:00,3800.0
2011-05-23 06:00:00,3800.0
2011-05-23 07:00:00,3804.0
2011-05-23 08:00:00,3800.0
2011-05-23 09:00:00,3796.0
2011-05-23 10:00:00,24538.0
2011-05-23 11:00:00,80285.0
2011-05-23 12:00:00,70073.0
2011-05-23 13:00:00,1608.0
2011-05-23 14:00:00,1946.0
2011-05-23 15:00:00,4083.0
2011-05-23 16:00:00,4123.0
2011-05-23 17:00:00,27891.0
2011-05-23 18:00:00,4145.0
2011-05-23 19:00:00,4165.0
2011-05-23 20:00:00,4156.0
2011-05-23 21:00:00,4047.0
2011-05-23 22:00:00,208067.0
2011-05-23 23:00:00,69150.0
2011-05-24 00:00:00,49525.0
2011-05-24 01:00:00,71536.0
2011-05-24 02:00:00,3940.0
2011-05-24 03:00:00,3696.0
2011-05-24 04:00:00,3796.0
2011-05-24 05:00:00,3800.0
2011-05-24 06:00:00,3796.0
2011-05-24 07:00:00,3796.0
2011-05-24 08:00:00,3800.0
2011-05-24 09:00:00,3796.0
2011-05-24 10:00:00,30505.0
2011-05-24 11:00:00,75825.0
2011-05-24 12:00:00,102139.0
2011-05-24 13:00:00,3644.0
2011-05-24 14:00:00,3636.0
2011-05-24 15:00:00,3600.0
2011-05-24 16:00:00,3600.0
2011-05-24 17:00:00,3636.0
2011-05-24 18:00:00,1928.0
2011-05-24 19:00:00,68.0
