time_stamp,power_refrigerator
2011-05-21 12:00:00,58626.0
2011-05-21 13:00:00,52483.0
2011-05-21 14:00:00,42524.0
2011-05-21 15:00:00,64895.0
2011-05-21 16:00:00,55694.0
2011-05-21 17:00:00,27861.0
2011-05-21 18:00:00,35961.0
2011-05-21 19:00:00,65540.0
2011-05-21 20:00:00,51535.0
2011-05-21 21:00:00,58467.0
2011-05-21 22:00:00,56881.0
2011-05-21 23:00:00,59129.0
2011-05-22 00:00:00,67412.0
2011-05-22 01:00:00,79600.0
2011-05-22 02:00:00,42435.0
2011-05-22 03:00:00,57266.0
2011-05-22 04:00:00,58092.0
2011-05-22 05:00:00,38430.0
2011-05-22 06:00:00,71450.0
2011-05-22 07:00:00,36630.0
2011-05-22 08:00:00,42209.0
2011-05-22 09:00:00,59159.0
2011-05-22 10:00:00,38101.0
2011-05-22 11:00:00,36932.0
2011-05-22 12:00:00,39664.0
2011-05-22 13:00:00,64930.0
2011-05-22 14:00:00,63849.0
2011-05-22 15:00:00,162559.0
2011-05-22 16:00:00,87571.0
2011-05-22 17:00:00,53396.0
2011-05-22 18:00:00,198852.0
2011-05-22 19:00:00,80787.0
2011-05-22 20:00:00,83566.0
2011-05-22 21:00:00,71154.0
2011-05-22 22:00:00,82704.0
2011-05-22 23:00:00,73030.0
2011-05-23 00:00:00,7390.0
2011-05-23 01:00:00,75921.0
2011-05-23 02:00:00,184518.0
2011-05-23 03:00:00,204278.0
2011-05-23 04:00:00,69991.0
2011-05-23 05:00:00,6560.0
2011-05-23 06:00:00,6551.0
2011-05-23 07:00:00,88785.0
2011-05-23 08:00:00,65676.0
2011-05-23 09:00:00,27179.0
2011-05-23 10:00:00,42597.0
2011-05-23 11:00:00,72895.0
2011-05-23 12:00:00,68242.0
2011-05-23 13:00:00,2367.0
2011-05-23 14:00:00,2896.0
2011-05-23 15:00:00,63918.0
2011-05-23 16:00:00,67164.0
2011-05-23 17:00:00,55305.0
2011-05-23 18:00:00,8544.0
2011-05-23 19:00:00,56820.0
2011-05-23 20:00:00,57084.0
2011-05-23 21:00:00,57675.0
2011-05-23 22:00:00,109514.0
2011-05-23 23:00:00,197051.0
2011-05-24 00:00:00,38778.0
2011-05-24 01:00:00,59973.0
2011-05-24 02:00:00,6039.0
2011-05-24 03:00:00,80261.0
2011-05-24 04:00:00,68812.0
2011-05-24 05:00:00,6549.0
2011-05-24 06:00:00,70702.0
2011-05-24 07:00:00,52777.0
2011-05-24 08:00:00,22081.0
2011-05-24 09:00:00,69782.0
2011-05-24 10:00:00,30470.0
2011-05-24 11:00:00,62631.0
2011-05-24 12:00:00,58512.0
2011-05-24 13:00:00,62677.0
2011-05-24 14:00:00,59558.0
2011-05-24 15:00:00,31302.0
2011-05-24 16:00:00,35060.0
2011-05-24 17:00:00,61329.0
2011-05-24 18:00:00,19848.0
2011-05-24 19:00:00,3195.0
